date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-01-01,8,7,0.0,3.8,2,2,26,04:35 AM,02:15 PM,09:56 AM,04:36 PM,-1,1,6,1,60,60,60,0.8,1002,8,9,312,40
2019-01-02,2,1,0.0,5.8,2,2,19,05:53 AM,02:36 PM,09:55 AM,04:37 PM,-7,-4,1,-4,38,15,52,0.0,1027,2,10,353,25
2019-01-03,2,1,0.0,3.8,1,1,11,07:07 AM,03:02 PM,09:55 AM,04:38 PM,-3,-1,2,-1,15,64,71,0.0,1032,2,10,92,9
2019-01-04,5,3,0.0,5.8,2,2,4,08:16 AM,03:36 PM,09:54 AM,04:40 PM,2,1,4,1,16,48,87,0.0,1021,5,10,299,8
2019-01-05,5,3,0.0,5.8,2,2,0,09:16 AM,04:18 PM,09:54 AM,04:41 PM,2,3,4,3,13,29,88,0.0,1022,5,10,33,7
2019-01-06,5,2,0.0,5.8,2,2,0,10:05 AM,05:12 PM,09:53 AM,04:43 PM,2,2,3,2,9,34,90,0.0,1025,5,9,228,5
2019-01-07,5,4,0.0,1.7,1,1,3,10:43 AM,06:12 PM,09:52 AM,04:44 PM,3,1,4,1,22,88,93,9.0,1016,5,5,213,15
2019-01-08,5,3,0.2,1.7,1,1,10,11:13 AM,07:20 PM,09:52 AM,04:46 PM,1,-1,3,-1,30,95,82,9.6,997,5,4,125,21
2019-01-09,2,1,0.0,5.8,2,2,18,11:36 AM,08:29 PM,09:51 AM,04:48 PM,-5,-4,1,-4,33,39,67,0.0,1016,2,10,19,22
2019-01-10,3,-0,0.0,1.8,1,1,25,11:54 AM,09:41 PM,09:50 AM,04:50 PM,-2,-1,1,-1,15,79,80,0.5,1020,3,8,203,10
2019-01-11,5,3,0.0,5.8,2,2,32,12:09 PM,10:52 PM,09:49 AM,04:52 PM,1,2,4,2,19,30,80,0.2,1010,5,9,127,11
2019-01-12,4,2,0.0,1.8,1,1,39,12:23 PM,No moonset,09:48 AM,04:53 PM,0,1,2,1,11,59,87,4.8,1001,4,10,216,7
2019-01-13,7,4,0.0,3.8,2,2,47,12:36 PM,12:04 AM,09:47 AM,04:55 PM,1,-0,4,-0,30,60,83,4.3,984,7,8,270,20
2019-01-14,3,0,0.6,3.8,1,1,54,12:50 PM,01:18 AM,09:46 AM,04:57 PM,-9,-5,1,-5,38,47,46,1.3,994,3,9,322,27
2019-01-15,2,0,0.4,1.8,1,1,61,01:06 PM,02:34 AM,09:44 AM,04:59 PM,-4,-2,0,-2,18,69,68,1.4,999,2,8,182,11
2019-01-16,6,4,0.0,1.9,2,2,69,01:25 PM,03:54 AM,09:43 AM,05:01 PM,4,1,5,1,33,100,92,11.8,991,6,7,235,22
2019-01-17,-1,-2,0.0,3.9,1,1,76,01:49 PM,05:15 AM,09:42 AM,05:03 PM,-5,-5,-1,-5,20,65,75,5.3,991,-1,10,11,15
2019-01-18,3,-1,0.0,5.8,2,2,83,02:22 PM,06:37 AM,09:40 AM,05:05 PM,-6,-3,0,-3,21,19,60,0.0,1009,3,10,281,12
2019-01-19,4,3,0.0,1.9,1,1,90,03:10 PM,07:54 AM,09:39 AM,05:08 PM,-0,-1,3,-1,29,48,79,0.2,1013,4,10,261,18
2019-01-20,1,-0,1.0,5.8,2,2,98,04:15 PM,09:00 AM,09:37 AM,05:10 PM,-4,-2,1,-2,15,68,72,1.7,1017,1,9,75,9
2019-01-21,3,2,0.9,1.9,1,1,100,05:36 PM,09:51 AM,09:36 AM,05:12 PM,0,-1,2,-1,15,93,88,1.2,1013,3,8,110,10
2019-01-22,2,1,0.4,2.0,1,1,88,07:05 PM,10:27 AM,09:34 AM,05:14 PM,-1,-3,1,-3,17,89,87,0.7,1009,2,8,155,12
2019-01-23,0,-2,0.0,3.9,1,1,81,08:38 PM,10:55 AM,09:33 AM,05:16 PM,-4,-5,-1,-5,21,80,81,0.0,1008,0,10,146,14
2019-01-24,-0,-2,0.0,2.0,1,1,73,10:09 PM,11:16 AM,09:31 AM,05:19 PM,-5,-6,-2,-6,19,58,77,0.0,1014,-0,10,156,13
2019-01-25,-1,-3,0.0,2.0,1,1,66,11:37 PM,11:34 AM,09:29 AM,05:21 PM,-5,-7,-2,-7,20,77,79,0.1,1012,-1,9,145,14
2019-01-26,-3,-4,0.3,2.0,1,1,59,No moonrise,11:49 AM,09:27 AM,05:23 PM,-7,-8,-3,-8,20,90,76,0.7,1001,-3,8,102,15
2019-01-27,0,-3,12.2,2.0,1,1,51,01:01 AM,12:05 PM,09:25 AM,05:26 PM,-3,-7,-2,-7,32,100,86,17.6,990,0,2,100,24
2019-01-28,2,1,1.7,2.0,1,1,44,02:23 AM,12:22 PM,09:23 AM,05:28 PM,-1,-3,1,-3,17,100,92,2.4,988,2,4,33,12
2019-01-29,-0,-4,0.1,5.8,2,2,37,03:42 AM,12:42 PM,09:22 AM,05:30 PM,-4,-5,-2,-5,13,39,86,0.0,996,-0,10,102,8
2019-01-30,1,-2,0.1,2.0,1,1,30,04:58 AM,01:06 PM,09:20 AM,05:32 PM,-2,-5,-1,-5,20,93,90,0.2,1003,1,8,142,12
2019-01-31,1,-2,0.3,2.0,1,1,26,06:08 AM,01:37 PM,09:17 AM,05:35 PM,-3,-5,-0,-5,28,96,84,0.5,1003,1,8,114,19
2019-02-01,1,-1,0.3,2.1,1,1,8,07:10 AM,02:16 PM,09:15 AM,05:37 PM,-2,-5,-0,-5,21,95,88,0.6,1003,1,9,82,14
2019-02-02,1,0,0.0,2.1,1,1,1,08:02 AM,03:06 PM,09:13 AM,05:39 PM,-2,-4,0,-4,20,91,87,0.1,1003,1,10,62,13
2019-02-03,-1,-2,0.0,2.1,1,1,0,08:44 AM,04:04 PM,09:11 AM,05:42 PM,-3,-5,-2,-5,15,82,88,0.0,1011,-1,10,334,10
2019-02-04,4,1,6.8,2.1,1,1,0,09:17 AM,05:09 PM,09:09 AM,05:44 PM,-0,-3,1,-3,31,85,88,25.7,1016,4,8,193,20
2019-02-05,4,1,0.8,2.1,1,1,0,09:41 AM,06:18 PM,09:07 AM,05:47 PM,1,-2,2,-2,31,99,90,8.5,1012,4,7,293,20
2019-02-06,3,-2,0.0,2.1,1,1,7,10:01 AM,07:29 PM,09:05 AM,05:49 PM,-0,-3,1,-3,24,80,93,5.2,1016,3,8,166,16
2019-02-07,3,2,0.0,2.1,1,1,14,10:17 AM,08:40 PM,09:02 AM,05:51 PM,2,-1,3,-1,25,80,94,4.4,1005,3,7,153,16
2019-02-08,4,3,0.0,6.9,1,1,22,10:31 AM,09:53 PM,09:00 AM,05:54 PM,2,-1,3,-1,28,83,90,0.0,997,4,10,219,18
2019-02-09,6,5,0.0,3.4,2,2,29,10:44 AM,11:05 PM,08:58 AM,05:56 PM,3,0,5,0,48,100,88,34.7,982,6,9,209,31
2019-02-10,5,4,0.0,3.4,1,1,37,10:57 AM,No moonset,08:55 AM,05:58 PM,2,0,4,0,33,84,87,4.5,990,5,11,210,21
2019-02-11,3,2,0.0,9.5,2,2,44,11:12 AM,12:19 AM,08:53 AM,06:01 PM,-2,-2,2,-2,27,47,73,0.1,1002,3,12,228,18
2019-02-12,4,0,0.0,9.5,2,2,52,11:28 AM,01:35 AM,08:51 AM,06:03 PM,-4,-2,2,-2,22,37,66,4.0,1021,4,10,265,14
2019-02-13,6,6,0.0,9.6,2,2,60,11:49 AM,02:53 AM,08:48 AM,06:05 PM,3,1,5,1,38,41,85,2.6,1021,6,10,278,22
2019-02-14,6,5,0.0,6.5,2,2,67,12:17 PM,04:12 AM,08:46 AM,06:08 PM,4,2,5,2,27,85,94,1.1,1027,6,6,234,16
2019-02-15,6,4,0.0,9.7,2,2,75,12:56 PM,05:30 AM,08:43 AM,06:10 PM,2,1,5,1,24,44,85,0.3,1026,6,11,214,14
2019-02-16,7,4,0.0,9.7,2,2,82,01:50 PM,06:39 AM,08:41 AM,06:12 PM,2,1,5,1,34,29,82,0.0,1017,7,13,230,19
2019-02-17,7,5,0.0,6.6,2,2,90,03:01 PM,07:37 AM,08:38 AM,06:15 PM,4,3,6,3,20,81,92,0.4,1019,7,10,217,13
2019-02-18,7,4,0.0,9.8,3,3,97,04:26 PM,08:20 AM,08:36 AM,06:17 PM,4,2,6,2,32,60,90,0.1,1014,7,10,195,19
2019-02-19,6,4,0.0,4.9,2,2,100,05:59 PM,08:52 AM,08:33 AM,06:19 PM,3,1,5,1,39,84,84,8.0,1003,6,8,240,24
2019-02-20,7,3,0.0,8.3,2,2,88,07:34 PM,09:17 AM,08:31 AM,06:22 PM,2,3,5,3,17,44,81,1.5,1012,7,10,136,11
2019-02-21,7,2,0.0,5.0,2,2,80,09:06 PM,09:36 AM,08:28 AM,06:24 PM,4,2,5,2,19,91,94,24.2,1017,7,8,193,13
2019-02-22,2,-3,0.0,10.0,1,1,73,10:35 PM,09:53 AM,08:26 AM,06:26 PM,-4,-3,1,-3,20,36,72,0.0,1039,2,10,177,14
2019-02-23,4,-2,0.0,10.1,2,2,65,No moonrise,10:09 AM,08:23 AM,06:29 PM,0,-1,2,-1,23,35,82,0.0,1038,4,19,223,15
2019-02-24,7,3,0.0,10.1,3,3,57,12:02 AM,10:26 AM,08:20 AM,06:31 PM,3,2,5,2,21,23,88,0.0,1033,7,10,258,12
2019-02-25,7,3,0.0,10.2,3,3,50,01:25 AM,10:45 AM,08:18 AM,06:33 PM,2,2,5,2,22,41,83,0.0,1031,7,10,276,12
2019-02-26,10,4,0.0,10.0,3,3,42,02:45 AM,11:09 AM,08:15 AM,06:36 PM,4,5,7,5,13,47,84,0.0,1030,10,10,242,7
2019-02-27,9,4,0.0,10.0,3,3,35,03:59 AM,11:38 AM,08:13 AM,06:38 PM,4,3,6,3,24,19,84,0.0,1018,9,10,267,14
2019-02-28,8,3,0.0,10.3,3,3,27,05:05 AM,12:14 PM,08:10 AM,06:40 PM,-1,3,5,3,18,13,66,0.0,1009,8,10,237,11
2019-03-01,6,1,0.0,10.4,2,2,26,06:00 AM,01:00 PM,08:07 AM,06:43 PM,-2,1,3,1,11,25,69,0.0,1012,6,10,28,7
2019-03-02,5,0,0.0,8.4,1,1,19,06:45 AM,01:56 PM,08:05 AM,06:45 PM,0,-0,3,-0,23,52,81,2.8,1008,5,10,226,15
2019-03-03,7,4,0.0,5.2,2,2,12,07:20 AM,02:59 PM,08:02 AM,06:47 PM,3,2,6,2,34,89,86,12.8,994,7,8,250,22
2019-03-04,8,4,0.0,5.5,2,2,4,07:47 AM,04:07 PM,07:59 AM,06:49 PM,4,2,5,2,24,97,92,27.0,980,8,7,186,16
2019-03-05,3,1,0.4,5.5,1,1,0,08:07 AM,05:18 PM,07:57 AM,06:52 PM,-0,-1,2,-1,18,100,82,1.3,991,3,7,58,14
2019-03-06,5,2,0.5,5.5,1,1,0,08:24 AM,06:30 PM,07:54 AM,06:54 PM,2,-0,4,-0,26,97,89,6.6,1003,5,6,160,18
2019-03-07,7,5,0.0,5.5,2,2,3,08:38 AM,07:43 PM,07:51 AM,06:56 PM,5,2,6,2,32,99,92,20.9,987,7,7,160,21
2019-03-08,5,3,0.0,7.1,1,1,10,08:52 AM,08:55 PM,07:49 AM,06:59 PM,0,-1,4,-1,41,84,77,7.0,988,5,5,287,28
2019-03-09,5,3,0.4,5.8,1,1,17,09:05 AM,10:09 PM,07:46 AM,07:01 PM,1,-1,4,-1,39,97,82,18.2,990,5,8,227,27
2019-03-10,3,-3,0.1,8.7,1,1,24,09:19 AM,11:25 PM,07:43 AM,07:03 PM,-3,-2,1,-2,12,62,76,2.2,994,3,9,337,9
2019-03-11,4,-4,0.0,11.6,2,2,32,09:34 AM,No moonset,07:41 AM,07:05 PM,-6,-2,1,-2,13,6,61,0.0,1005,4,10,240,9
2019-03-12,5,1,0.0,5.9,1,1,39,09:53 AM,12:41 AM,07:38 AM,07:08 PM,0,0,3,0,24,74,81,4.5,1006,5,10,182,17
2019-03-13,5,4,0.0,5.9,1,1,46,10:17 AM,01:59 AM,07:35 AM,07:10 PM,3,-0,4,-0,34,98,89,23.9,987,5,7,186,23
2019-03-14,5,2,0.0,5.9,1,1,54,10:50 AM,03:16 AM,07:32 AM,07:12 PM,3,1,4,1,18,86,92,6.0,987,5,9,190,12
2019-03-15,5,2,0.0,5.9,1,1,61,11:36 AM,04:26 AM,07:29 AM,07:15 PM,3,1,4,1,14,99,91,3.3,987,5,6,202,10
2019-03-16,7,3,0.0,6.0,2,2,68,12:37 PM,05:27 AM,07:27 AM,07:17 PM,2,2,4,2,18,89,86,1.7,993,7,10,261,13
2019-03-17,6,3,0.0,6.0,2,2,75,01:54 PM,06:14 AM,07:24 AM,07:19 PM,2,-1,5,-1,50,99,82,30.5,983,6,12,214,32
2019-03-18,5,3,0.7,6.0,1,1,83,03:22 PM,06:50 AM,07:21 AM,07:21 PM,-0,-1,3,-1,32,79,77,4.4,995,5,17,324,22
2019-03-19,6,-2,0.0,11.6,2,2,90,04:55 PM,07:17 AM,07:18 AM,07:23 PM,-4,-1,3,-1,21,11,64,0.0,1020,6,10,313,14
2019-03-20,9,3,0.0,10.2,2,2,97,06:28 PM,07:38 AM,07:15 AM,07:26 PM,3,2,5,2,32,56,84,1.7,1023,9,10,273,20
2019-03-21,9,5,0.0,8.8,2,2,100,08:00 PM,07:55 AM,07:13 AM,07:28 PM,5,3,7,3,36,73,90,0.7,1024,9,8,255,21
2019-03-22,9,3,0.0,10.2,3,3,88,09:31 PM,08:12 AM,07:10 AM,07:30 PM,3,3,6,3,25,33,82,0.4,1028,9,9,178,16
2019-03-23,7,4,0.0,11.6,3,3,81,10:58 PM,08:28 AM,07:07 AM,07:32 PM,2,2,6,2,39,42,76,0.8,1021,7,8,275,25
2019-03-24,7,4,0.0,7.5,2,2,74,No moonrise,08:46 AM,07:04 AM,07:35 PM,1,1,5,1,32,52,74,1.6,1019,7,10,251,20
2019-03-25,7,3,0.0,10.2,3,3,66,12:23 AM,09:08 AM,07:01 AM,07:37 PM,1,2,5,2,16,50,77,5.0,1012,7,9,131,11
2019-03-26,7,2,0.0,10.3,3,3,59,01:43 AM,09:35 AM,06:58 AM,07:39 PM,-3,2,5,2,18,35,62,0.1,1019,7,10,221,13
2019-03-27,11,5,0.0,11.6,3,3,52,02:54 AM,10:09 AM,06:56 AM,07:41 PM,4,5,7,5,17,37,83,0.3,1021,11,9,266,11
2019-03-28,11,4,0.0,11.6,3,3,45,03:56 AM,10:52 AM,06:53 AM,07:43 PM,4,5,7,5,23,24,83,0.0,1027,11,18,265,14
2019-03-29,10,5,0.0,10.3,2,2,37,04:45 AM,11:46 AM,06:50 AM,07:45 PM,4,3,7,3,33,34,81,0.0,1023,10,20,246,20
2019-03-30,9,5,0.0,7.8,2,2,30,05:23 AM,12:47 PM,06:47 AM,07:48 PM,4,3,6,3,26,71,86,0.7,1017,9,19,227,16
2019-03-31,6,1,0.0,11.6,2,2,26,05:52 AM,01:55 PM,06:44 AM,07:50 PM,-5,0,4,0,29,6,53,0.0,1020,6,10,324,20
2019-04-01,7,1,0.0,11.6,3,3,9,06:14 AM,03:05 PM,06:42 AM,07:52 PM,-4,1,4,1,15,15,56,0.0,1027,7,10,196,10
2019-04-02,9,2,0.0,10.3,2,2,1,06:32 AM,04:17 PM,06:39 AM,07:54 PM,-3,1,5,1,30,37,57,0.0,1016,9,10,149,20
2019-04-03,12,4,0.0,7.9,2,2,0,06:46 AM,05:30 PM,06:36 AM,07:56 PM,2,5,8,5,25,70,65,0.4,1008,12,9,126,15
2019-04-04,16,6,0.0,11.6,4,4,0,07:00 AM,06:43 PM,06:33 AM,07:58 PM,3,8,10,8,29,21,60,0.0,1007,16,10,113,17
2019-04-05,16,7,0.0,11.6,4,4,0,07:13 AM,07:58 PM,06:30 AM,08:01 PM,2,9,11,9,27,22,57,0.0,1012,16,10,97,16
2019-04-06,16,7,0.0,11.6,4,4,6,07:26 AM,09:14 PM,06:28 AM,08:03 PM,4,10,11,10,14,39,64,0.0,1013,16,10,189,9
2019-04-07,12,5,0.0,11.6,3,3,14,07:40 AM,10:31 PM,06:25 AM,08:05 PM,2,7,8,7,16,14,65,0.0,1012,12,10,24,10
2019-04-08,8,3,0.0,11.6,3,3,21,07:57 AM,11:50 PM,06:22 AM,08:07 PM,-1,2,5,2,21,5,63,0.0,1018,8,10,25,15
2019-04-09,6,0,0.0,11.6,2,2,29,08:19 AM,No moonset,06:19 AM,08:09 PM,-7,-1,3,-1,18,7,52,0.0,1021,6,10,124,13
2019-04-10,5,-0,0.0,8.1,1,1,36,08:49 AM,01:08 AM,06:17 AM,08:11 PM,-5,-1,2,-1,19,65,61,0.0,1024,5,10,34,14
2019-04-11,6,-1,0.0,11.6,2,2,44,09:30 AM,02:20 AM,06:14 AM,08:14 PM,-6,-0,2,-0,14,45,54,0.0,1029,6,10,18,10
2019-04-12,8,-1,0.0,11.6,3,3,52,10:25 AM,03:24 AM,06:11 AM,08:16 PM,-6,1,3,1,14,16,50,0.0,1031,8,10,20,10
2019-04-13,9,-0,0.0,11.6,3,3,59,11:35 AM,04:14 AM,06:09 AM,08:18 PM,-5,1,4,1,19,2,54,0.0,1033,9,10,52,13
2019-04-14,10,-1,0.0,11.6,3,3,67,12:57 PM,04:51 AM,06:06 AM,08:20 PM,-3,1,4,1,19,16,58,0.0,1035,10,10,70,13
2019-04-15,12,1,0.0,11.6,3,3,74,02:25 PM,05:20 AM,06:03 AM,08:22 PM,-3,4,6,4,14,4,53,0.0,1035,12,10,68,10
2019-04-16,9,1,0.0,7.1,2,2,82,03:56 PM,05:42 AM,06:01 AM,08:25 PM,-2,3,5,3,19,51,58,1.4,1032,9,10,107,12
2019-04-17,16,2,0.0,14.5,4,4,89,05:27 PM,06:00 AM,05:58 AM,08:27 PM,-0,7,9,7,15,9,54,0.0,1034,16,10,171,8
2019-04-18,20,6,0.0,14.5,5,5,97,06:57 PM,06:15 AM,05:55 AM,08:29 PM,2,11,12,11,14,1,53,0.0,1037,20,10,239,8
2019-04-19,16,8,0.0,14.5,4,4,100,08:26 PM,06:31 AM,05:53 AM,08:31 PM,2,11,12,11,13,15,51,0.0,1037,16,10,246,8
2019-04-20,16,8,0.0,13.5,4,4,88,09:54 PM,06:48 AM,05:50 AM,08:34 PM,0,12,12,12,10,27,46,0.0,1032,16,10,296,6
2019-04-21,15,7,0.0,14.5,4,4,81,11:18 PM,07:08 AM,05:48 AM,08:36 PM,2,10,11,10,14,7,55,0.0,1023,15,10,245,9
2019-04-22,16,7,0.0,14.5,4,4,73,No moonrise,07:32 AM,05:45 AM,08:38 PM,3,11,11,11,14,5,56,0.0,1022,16,10,196,9
2019-04-23,18,7,0.0,14.5,5,5,65,12:36 AM,08:02 AM,05:42 AM,08:40 PM,2,11,12,11,29,2,51,0.0,1021,18,10,126,17
2019-04-24,18,10,0.0,12.5,4,4,58,01:45 AM,08:42 AM,05:40 AM,08:42 PM,4,12,13,12,34,44,52,0.4,1014,18,9,128,20
2019-04-25,19,10,0.0,12.5,4,4,50,02:41 AM,09:33 AM,05:37 AM,08:45 PM,8,12,13,12,22,44,73,1.6,1012,19,9,173,13
2019-04-26,23,10,0.0,14.5,5,5,43,03:24 AM,10:32 AM,05:35 AM,08:47 PM,9,17,18,17,13,23,67,0.0,1011,23,8,110,7
2019-04-27,14,7,0.0,9.5,3,3,35,03:56 AM,11:39 AM,05:32 AM,08:49 PM,8,8,10,8,13,87,89,10.0,1009,14,8,290,9
2019-04-28,14,7,0.0,9.5,3,3,28,04:20 AM,12:49 PM,05:30 AM,08:51 PM,8,10,11,10,17,81,84,9.7,1016,14,6,211,10
2019-04-29,18,7,0.0,14.5,5,5,20,04:39 AM,02:01 PM,05:27 AM,08:54 PM,4,12,13,12,17,10,56,0.0,1024,18,10,22,11
2019-04-30,20,10,0.0,12.5,4,4,13,04:55 AM,03:13 PM,05:25 AM,08:56 PM,8,14,15,14,13,59,67,4.6,1017,20,9,329,8
2019-05-01,15,8,0.0,13.5,3,3,12,05:08 AM,04:26 PM,05:22 AM,08:58 PM,7,9,10,9,17,48,82,0.9,1004,15,9,249,11
2019-05-02,10,6,0.0,15.6,2,2,5,05:21 AM,05:41 PM,05:20 AM,09:00 PM,1,5,8,5,32,40,59,0.8,994,10,10,322,22
2019-05-03,8,3,0.0,15.6,2,2,0,05:33 AM,06:57 PM,05:17 AM,09:03 PM,-3,4,6,4,14,43,51,2.8,999,8,10,268,10
2019-05-04,9,2,0.0,14.7,2,2,0,05:47 AM,08:15 PM,05:15 AM,09:05 PM,-3,2,5,2,21,52,56,0.0,1003,9,10,217,15
2019-05-05,11,3,0.0,15.6,2,2,2,06:03 AM,09:36 PM,05:13 AM,09:07 PM,0,5,7,5,21,59,63,1.4,1009,11,10,232,15
2019-05-06,8,4,0.0,13.8,2,2,9,06:23 AM,10:56 PM,05:10 AM,09:09 PM,0,2,6,2,28,67,66,5.8,1006,8,9,252,19
2019-05-07,9,3,0.0,16.0,2,2,17,06:49 AM,No moonset,05:08 AM,09:11 PM,-2,3,6,3,25,60,59,0.9,1008,9,10,264,17
2019-05-08,10,4,0.0,14.7,2,2,24,07:27 AM,12:13 AM,05:06 AM,09:14 PM,1,5,7,5,18,65,66,0.6,1009,10,9,203,12
2019-05-09,10,7,0.0,12.1,2,2,31,08:17 AM,01:21 AM,05:03 AM,09:16 PM,6,5,8,5,34,91,88,11.9,1000,10,7,142,20
2019-05-10,14,7,0.0,13.0,3,3,39,09:24 AM,02:15 AM,05:01 AM,09:18 PM,7,8,10,8,23,71,82,0.9,1004,14,10,202,15
2019-05-11,11,5,0.0,16.6,3,3,46,10:41 AM,02:56 AM,04:59 AM,09:20 PM,2,6,8,6,24,2,66,0.0,1011,11,10,260,16
2019-05-12,9,5,0.0,15.8,2,2,53,12:07 PM,03:27 AM,04:57 AM,09:22 PM,1,4,7,4,23,42,68,0.1,1024,9,10,326,16
2019-05-13,13,4,0.0,16.7,4,4,60,01:35 PM,03:49 AM,04:54 AM,09:24 PM,-0,8,9,8,10,19,54,0.0,1035,13,10,220,7
2019-05-14,12,4,0.0,16.7,4,4,68,03:04 PM,04:07 AM,04:52 AM,09:26 PM,0,9,9,9,9,26,54,0.0,1035,12,10,262,6
2019-05-15,16,5,0.0,16.8,3,3,75,04:32 PM,04:22 AM,04:50 AM,09:28 PM,3,10,11,10,13,45,59,0.0,1031,16,10,337,8
2019-05-16,19,7,0.0,16.8,5,5,82,05:59 PM,04:37 AM,04:48 AM,09:30 PM,2,13,14,13,25,9,50,0.0,1026,19,10,65,15
2019-05-17,17,8,0.0,14.2,3,3,89,07:27 PM,04:53 AM,04:46 AM,09:32 PM,5,9,11,9,35,59,66,7.8,1019,17,7,72,21
2019-05-18,17,10,0.0,12.7,3,3,97,08:52 PM,05:10 AM,04:44 AM,09:34 PM,12,13,14,13,17,87,88,7.2,1013,17,7,115,10
2019-05-19,22,11,0.0,16.6,4,4,100,10:14 PM,05:31 AM,04:42 AM,09:36 PM,12,16,17,16,16,48,78,0.2,1011,22,8,304,9
2019-05-20,19,14,0.0,13.5,4,4,89,11:28 PM,05:58 AM,04:40 AM,09:38 PM,14,16,16,16,13,71,90,7.4,1008,19,7,173,7
2019-05-21,23,13,0.0,15.1,5,5,81,No moonrise,06:33 AM,04:39 AM,09:40 PM,15,18,19,18,18,59,83,14.1,1007,23,7,68,10
2019-05-22,17,9,0.0,15.1,4,4,74,12:31 AM,07:19 AM,04:37 AM,09:42 PM,11,13,14,13,18,73,87,0.2,1009,17,9,248,12
2019-05-23,15,8,0.0,17.1,3,3,67,01:21 AM,08:16 AM,04:35 AM,09:44 PM,7,10,12,10,21,27,73,0.2,1013,15,10,214,14
2019-05-24,13,9,0.0,14.4,3,3,60,01:58 AM,09:21 AM,04:33 AM,09:46 PM,7,7,10,7,30,63,85,18.2,1007,13,8,234,18
2019-05-25,16,9,0.0,16.6,4,4,52,02:26 AM,10:30 AM,04:32 AM,09:48 PM,8,11,12,11,22,27,76,0.0,1007,16,8,243,15
2019-05-26,13,8,0.0,15.1,3,3,45,02:46 AM,11:43 AM,04:30 AM,09:49 PM,6,8,10,8,29,58,73,4.5,1002,13,10,275,20
2019-05-27,12,8,0.0,12.9,3,3,38,03:03 AM,12:55 PM,04:29 AM,09:51 PM,8,8,10,8,19,84,86,7.4,999,12,9,230,12
2019-05-28,12,7,0.0,17.3,4,4,31,03:17 AM,02:08 PM,04:27 AM,09:53 PM,3,7,10,7,30,26,66,0.8,1002,12,10,240,20
2019-05-29,11,7,0.0,17.3,4,4,23,03:29 AM,03:22 PM,04:26 AM,09:54 PM,1,7,9,7,27,4,56,0.0,1016,11,10,274,19
2019-05-30,12,6,0.0,13.0,3,3,16,03:41 AM,04:36 PM,04:24 AM,09:56 PM,8,7,10,7,40,79,87,17.4,1015,12,8,196,24
2019-05-31,13,8,0.0,17.3,4,4,12,03:54 AM,05:54 PM,04:23 AM,09:57 PM,4,9,11,9,21,12,63,0.0,1017,13,10,267,14
2019-06-01,14,10,0.0,15.2,3,3,0,04:08 AM,07:14 PM,04:22 AM,09:59 PM,9,9,12,9,35,79,87,4.7,1014,14,9,236,21
2019-06-02,16,10,0.0,17.4,4,4,0,04:26 AM,08:35 PM,04:21 AM,10:00 PM,8,13,14,13,22,33,72,0.0,1015,16,10,216,14
2019-06-03,20,12,0.0,14.0,4,4,0,04:50 AM,09:56 PM,04:19 AM,10:02 PM,13,15,15,15,27,74,86,15.1,1010,20,9,204,16
2019-06-04,17,9,0.0,17.4,5,5,6,05:23 AM,11:11 PM,04:18 AM,10:03 PM,7,13,13,13,12,25,70,0.8,1014,17,9,247,8
2019-06-05,23,10,0.0,14.1,5,5,13,06:08 AM,No moonset,04:17 AM,10:04 PM,13,17,18,17,24,51,75,6.4,1011,23,9,195,14
2019-06-06,27,16,0.0,16.1,7,7,21,07:11 AM,12:12 AM,04:16 AM,10:06 PM,14,23,23,22,27,26,68,5.1,1010,27,10,152,16
2019-06-07,18,12,0.0,15.4,3,3,28,08:27 AM,12:59 AM,04:15 AM,10:07 PM,10,14,14,14,13,61,77,6.3,1013,18,9,259,9
2019-06-08,17,10,0.0,14.8,4,4,36,09:53 AM,01:33 AM,04:15 AM,10:08 PM,9,13,14,13,27,66,75,2.6,1014,17,10,192,18
2019-06-09,15,11,0.0,14.1,3,3,44,11:21 AM,01:57 AM,04:14 AM,10:09 PM,9,11,13,11,38,69,80,6.9,1018,15,14,232,23
2019-06-10,18,10,0.0,17.4,5,5,51,12:49 PM,02:16 AM,04:13 AM,10:10 PM,7,14,14,14,14,19,64,0.0,1020,18,11,270,9
2019-06-11,20,12,0.0,13.5,4,4,59,02:16 PM,02:32 AM,04:13 AM,10:11 PM,10,15,16,15,33,71,71,2.5,1017,20,12,66,20
2019-06-12,18,13,0.0,14.2,4,4,66,03:42 PM,02:46 AM,04:12 AM,10:12 PM,12,14,15,14,37,85,82,11.7,1015,18,12,70,22
2019-06-13,18,13,0.0,16.1,4,4,74,05:07 PM,03:01 AM,04:12 AM,10:13 PM,13,16,16,16,19,55,83,5.5,1012,18,14,216,12
2019-06-14,19,12,0.0,15.5,4,4,81,06:31 PM,03:16 AM,04:11 AM,10:13 PM,12,16,16,16,20,51,77,4.5,1018,19,15,201,12
2019-06-15,25,13,0.0,17.4,5,5,89,07:54 PM,03:35 AM,04:11 AM,10:14 PM,11,19,21,19,16,43,63,0.1,1016,25,14,205,9
2019-06-16,17,14,0.0,15.5,4,4,96,09:11 PM,03:58 AM,04:11 AM,10:15 PM,11,15,15,15,17,60,76,1.9,1015,17,17,271,11
